Detection Matrix,SO1,SO2,SO3,SO4,,Site Covariates,DistV,Post,Bound,PAS,W,C,Prey,,Detection Covariate (Substrate),SO1,SO2,SO3,SO4
102_03,0,0,1,0,,102_03,21.3,28.5,19.2,0.5,0.11,0.03,0.64,,102_03,1,1,1,2
102_04,0,0,0,0,,102_04,20.8,29.4,18.2,0.5,0.01,0.25,0.62,,102_04,1,1,1,1
102_05,0,0,0,0,,102_05,20.0,30.4,17.3,0.5,0.87,0.47,0.60,,102_05,1,1,1,1
102_06,0,0,0,0,,102_06,19.4,31.4,16.6,0.5,6.10,0.65,0.59,,102_06,1,1,1,1
102_07,0,0,0,0,,102_07,18.9,32.6,15.8,0.5,8.60,0.24,0.63,,102_07,1,2,1,1
102_08,0,0,0,0,,102_08,18.5,33.8,15.1,0.5,23.99,0.22,0.65,,102_08,1,1,1,1
102_09,0,0,0,0,,102_09,18.3,35.0,14.6,0.5,46.49,0.25,0.69,,102_09,1,2,1,1
102_10,0,0,0,0,,102_10,18.4,36.2,14.4,0.5,16.59,0.32,0.64,,102_10,1,1,1,1
103_01,0,1,1,1,,103_01,9.1,41.1,6.8,0,112.84,0.29,0.77,,103_01,1,1,1,1
103_02,1,0,0,1,,103_02,8.3,42.1,5.9,0,106.51,0.19,0.76,,103_02,1,1,1,1
103_03,1,0,0,1,,103_03,7.0,43.3,4.5,0,105.93,0.32,0.76,,103_03,1,1,1,1
103_04,0,0,1,1,,103_04,5.9,44.4,3.2,0,105.85,0.27,0.77,,103_04,1,2,2,2
103_05,0,0,.,.,,103_05,5.9,44.5,3.2,0,74.52,0.18,0.73,,103_05,2,2,.,.
103_06,0,0,0,0,,103_06,6.1,45.0,3.0,0,31.00,0.09,0.68,,103_06,2,2,2,2
103_07,0,0,.,.,,103_07,7.0,44.9,3.2,0,0.47,0.19,0.62,,103_07,1,1,.,.
105_01,1,1,1,1,,105_01,17.6,50.1,9.9,0,5.72,0.04,0.63,,105_01,2,2,2,2
105_02,1,1,1,1,,105_02,15.9,50.9,9.8,0,4.98,0.16,0.62,,105_02,2,2,2,3
105_03,0,1,1,1,,105_03,14.2,52.1,8.6,0,2.96,0.05,0.62,,105_03,3,2,2,2
105_04,1,0,1,1,,105_04,12.5,53.2,7.6,0,0.84,0.18,0.61,,105_04,2,2,2,2
105_05,1,1,1,1,,105_05,10.6,54.2,6.2,0,0.03,0.03,0.63,,105_05,2,3,3,3
105_06,1,1,1,0,,105_06,8.8,55.5,4.8,0,0.00,0.16,0.62,,105_06,2,2,2,2
105_07,0,1,1,1,,105_07,6.9,57.0,3.3,0,0.36,0.24,0.62,,105_07,2,2,2,2
105_08,1,1,1,0,,105_08,4.9,58.7,1.5,0,18.12,0.02,0.67,,105_08,3,3,3,3
110_01,0,0,0,0,,110_01,11.3,17.0,4.8,1,2.39,0.48,0.62,,110_01,1,2,2,2
110_02,0,0,0,0,,110_02,12.3,18.8,5.6,1,2.15,0.73,0.59,,110_02,2,2,2,2
110_03,0,0,0,0,,110_03,13.9,20.7,7.0,1,11.67,0.56,0.64,,110_03,2,2,2,2
110_04,0,0,0,0,,110_04,15.6,22.4,8.0,1,15.81,0.76,0.61,,110_04,2,1,1,1
110_05,0,0,0,0,,110_05,16.8,24.3,8.1,1,4.02,0.91,0.58,,110_05,2,2,1,2
110_06,0,0,0,0,,110_06,18.0,26.2,8.3,1,1.80,0.75,0.60,,110_06,2,2,2,2
110_07,0,0,0,0,,110_07,18.6,27.8,8.3,1,2.47,0.79,0.60,,110_07,1,2,2,2
110_08,0,1,0,0,,110_08,19.5,29.6,9.1,1,13.64,0.95,0.62,,110_08,2,2,2,2
110_09,0,0,0,0,,110_09,20.9,31.5,10.5,1,18.80,0.81,0.61,,110_09,2,1,2,2
110_10,0,0,.,.,,110_10,21.5,32.8,11.3,1,16.71,0.72,0.60,,110_10,2,2,.,.
112_01,0,0,0,0,,112_01,51.7,39.2,43.7,1,7.76,0.21,0.62,,112_01,3,2,3,2
112_02,0,0,0,0,,112_02,52.5,40.0,44.1,1,16.20,0.11,0.65,,112_02,2,3,2,3
112_03,0,0,.,.,,112_03,53.1,40.7,44.5,1,11.91,0.10,0.64,,112_03,2,2,.,.
112_04,0,0,0,0,,112_04,52.4,50.0,42.4,1,10.49,0.18,0.64,,112_04,2,2,1,1
112_05,0,0,0,0,,112_05,53.1,48.2,43.3,1,16.98,0.22,0.65,,112_05,1,1,2,1
112_06,0,0,0,0,,112_06,53.3,46.5,43.7,1,17.24,0.21,0.65,,112_06,1,1,1,1
113_01,0,0,0,0,,113_01,67.6,35.2,58.6,1,37.27,0.01,0.69,,113_01,3,4,4,3
113_02,0,0,.,.,,113_02,66.2,35.9,57.3,1,37.28,0.01,0.69,,113_02,4,4,.,.
114_01,0,0,0,0,,114_01,77.8,42.2,68.1,1,26.98,0.05,0.68,,114_01,1,2,2,2
114_02,0,0,0,0,,114_02,79.3,41.3,69.7,1,29.02,0.15,0.66,,114_02,1,2,2,2
114_03,0,0,0,0,,114_03,80.6,40.2,71.1,1,20.63,0.14,0.66,,114_03,2,2,2,2
114_04,0,0,0,0,,114_04,82.2,40.4,72.7,1,20.17,0.15,0.66,,114_04,1,2,2,1
114_06,0,0,0,0,,114_06,75.5,30.7,70.8,1,11.36,0.02,0.65,,114_06,3,2,3,2
114_07,0,0,0,0,,114_07,75.0,29.0,70.6,1,0.06,0.07,0.64,,114_07,2,2,3,3
114_08,0,0,0,0,,114_08,71.1,33.5,63.5,1,54.30,0.19,0.68,,114_08,3,3,3,3
114_09,0,0,0,0,,114_09,69.6,33.7,61.7,1,42.55,0.13,0.67,,114_09,3,3,3,3
115_01,0,0,0,0,,115_01,84.4,40.1,75.2,1,18.49,0.13,0.65,,115_01,2,2,2,2
115_02,0,0,0,0,,115_02,84.6,39.0,76.4,1,14.72,0.12,0.63,,115_02,1,2,2,2
115_03,0,0,0,0,,115_03,84.7,37.9,77.6,1,16.13,0.26,0.62,,115_03,2,2,1,1
115_04,0,0,0,0,,115_04,84.4,36.5,78.6,1,22.99,0.04,0.66,,115_04,2,1,2,2
115_05,0,0,0,0,,115_05,84.4,35.4,79.5,1,41.17,0.07,0.68,,115_05,2,2,2,2
115_06,0,0,0,0,,115_06,87.7,36.9,81.7,1,28.32,0.21,0.64,,115_06,2,2,2,2
115_07,0,0,0,0,,115_07,86.1,35.6,80.1,1,20.26,0.04,0.66,,115_07,2,2,2,2
115_08,0,0,0,0,,115_08,84.8,34.2,78.5,1,11.22,0.08,0.65,,115_08,2,2,2,2
116_01,0,0,0,0,,116_01,72.0,22.7,67.3,1,0.09,0.02,0.63,,116_01,2,2,2,2
116_02,0,0,0,0,,116_02,73.7,24.3,69.1,1,0.11,0.02,0.63,,116_02,2,2,2,2
116_03,0,0,0,0,,116_03,75.3,25.9,70.7,1,0.00,0.03,0.63,,116_03,2,2,2,2
116_04,0,0,0,0,,116_04,77.2,27.7,72.4,1,0.00,0.06,0.64,,116_04,3,2,2,3
116_05,0,0,.,.,,116_05,78.6,29.1,73.6,1,2.57,0.12,0.63,,116_05,3,3,.,.
116_06,0,0,0,0,,116_06,80.3,30.8,75.2,1,40.57,0.09,0.68,,116_06,3,3,2,2
116_07,0,0,0,0,,116_07,81.7,32.1,76.9,1,47.64,0.03,0.70,,116_07,3,3,2,3
116_09,0,0,0,0,,116_09,85.6,36.7,80.2,1,29.18,0.03,0.68,,116_09,1,2,2,2
116_10,0,0,0,0,,116_10,84.2,35.0,78.9,1,36.12,0.18,0.67,,116_10,2,2,4,2
117_01,0,0,0,0,,117_01,58.3,8.9,55.9,1,122.69,0.08,0.75,,117_01,2,1,1,1
117_02,0,0,0,0,,117_02,59.3,10.2,56.8,1,115.57,0.10,0.75,,117_02,1,1,1,2
117_03,0,0,0,0,,117_03,60.8,11.8,58.1,1,106.27,0.15,0.74,,117_03,2,1,2,2
117_04,0,0,0,0,,117_04,62.3,13.5,59.5,1,117.15,0.10,0.74,,117_04,1,1,1,2
117_05,0,0,0,0,,117_05,63.7,15.1,61.0,1,109.38,0.11,0.74,,117_05,1,2,1,2
117_06,0,0,.,.,,117_06,64.6,16.3,61.8,1,104.52,0.18,0.73,,117_06,1,2,.,.
117_07,0,0,0,0,,117_07,65.8,17.5,63.0,1,68.38,0.43,0.68,,117_07,2,2,2,2
117_08,0,0,0,0,,117_08,67.0,19.0,64.0,1,58.43,0.26,0.68,,117_08,2,2,1,2
117_09,0,0,0,0,,117_09,68.4,20.3,65.5,1,35.38,0.12,0.67,,117_09,2,2,2,2
117_10,0,0,0,0,,117_10,69.1,21.3,66.1,1,56.19,0.13,0.69,,117_10,1,3,2,2
117_11,0,0,0,0,,117_11,70.2,22.7,67.2,1,62.92,0.25,0.69,,117_11,2,2,2,2
118_01,0,0,0,0,,118_01,52.0,3.8,49.5,1,4.78,0.09,0.64,,118_01,2,2,2,2
118_02,0,0,0,0,,118_02,53.1,5.7,50.5,1,2.34,0.18,0.62,,118_02,2,2,2,2
118_03,0,0,0,0,,118_03,54.6,7.5,51.8,1,1.54,0.05,0.63,,118_03,2,2,2,2
118_04,0,0,0,0,,118_04,55.8,9.4,53.0,1,1.86,0.15,0.62,,118_04,2,2,2,2
118_05,0,0,0,0,,118_05,56.3,11.0,53.3,1,2.36,0.20,0.62,,118_05,2,2,2,2
118_06,0,0,0,0,,118_06,57.2,12.8,54.1,1,0.59,0.24,0.62,,118_06,2,2,2,2
118_07,0,0,0,0,,118_07,58.2,14.7,55.0,1,0.00,0.33,0.61,,118_07,2,2,1,1
118_08,0,0,0,0,,118_08,59.5,16.6,56.2,1,0.00,0.19,0.61,,118_08,1,2,2,2
118_09,0,0,0,0,,118_09,56.5,6.9,54.2,1,138.61,0.07,0.76,,118_09,1,2,2,2
121_01,0,0,0,0,,121_01,19.2,39.2,13.7,0.5,0.00,0.35,0.61,,121_01,1,1,2,1
121_02,0,0,0,1,,121_02,19.4,40.8,13.1,0.5,0.00,0.51,0.60,,121_02,1,1,1,2
121_03,0,0,0,0,,121_03,19.6,41.7,12.6,0.5,0.09,0.31,0.61,,121_03,1,1,2,2
121_04,0,0,0,0,,121_04,19.9,40.5,12.4,0.5,1.13,0.46,0.60,,121_04,1,1,1,4
121_05,0,0,0,0,,121_05,20.5,39.0,12.4,0.5,4.52,0.12,0.64,,121_05,4,4,2,2
121_06,0,0,0,0,,121_06,21.2,37.7,12.7,0.5,3.42,0.24,0.62,,121_06,1,1,1,1
121_07,0,0,0,0,,121_07,22.1,36.3,13.4,0.5,0.94,0.78,0.56,,121_07,1,1,2,4
121_08,0,0,0,0,,121_08,23.1,35.0,14.2,0.5,6.85,0.08,0.63,,121_08,4,4,4,3
121_09,0,0,0,.,,121_09,24.1,34.0,15.1,0.5,7.26,0.06,0.63,,121_09,2,3,2,.
122_01,0,0,0,0,,122_01,25.6,32.7,16.4,0.5,0.79,0.48,0.59,,122_01,1,1,1,2
122_02,0,0,0,0,,122_02,26.9,31.7,17.6,0.5,0.00,0.40,0.59,,122_02,1,1,1,1
122_03,0,0,0,0,,122_03,27.3,30.7,18.9,0.5,0.00,0.71,0.56,,122_03,1,2,1,1
122_04,0,0,0,0,,122_04,25.5,29.8,20.0,0.5,0.00,0.54,0.58,,122_04,1,1,1,1
122_05,0,0,0,.,,122_05,23.9,29.1,19.0,0.5,0.00,0.42,0.59,,122_05,2,2,2,.
122_06,0,0,0,0,,122_06,28.0,30.4,18.9,1,0.00,0.76,0.56,,122_06,2,3,3,3
123_01,1,1,0,0,,123_01,14.9,37.4,8.8,0,0.57,0.00,0.62,,123_01,3,3,3,3
123_02,1,1,1,0,,123_02,16.7,38.0,10.6,0,0.00,0.00,0.62,,123_02,2,2,1,1
123_03,1,1,1,1,,123_03,18.3,38.5,12.3,0,0.00,0.02,0.61,,123_03,2,2,1,2
123_04,1,1,1,1,,123_04,19.8,39.6,14.1,0,0.12,0.05,0.61,,123_04,2,1,2,1
123_05,1,1,1,0,,123_05,20.2,40.9,15.6,0,0.29,0.03,0.61,,123_05,1,1,2,2
123_06,1,0,1,1,,123_06,19.7,42.7,16.1,0,3.80,0.06,0.61,,123_06,2,2,2,2
123_07,1,1,0,0,,123_07,19.1,44.5,14.7,0,15.04,0.06,0.63,,123_07,2,1,2,2
123_08,1,1,1,1,,123_08,18.7,46.4,12.8,0,27.19,0.19,0.64,,123_08,2,2,2,2
123_09,1,1,0,1,,123_09,19.3,48.0,11.3,0,23.60,0.19,0.64,,123_09,2,2,2,2
124_01,0,0,0,0,,124_01,12.9,40.0,7.8,0,22.70,0.00,0.65,,124_01,1,1,1,1
124_02,0,0,0,0,,124_02,11.2,41.6,7.2,0,22.23,0.00,0.65,,124_02,1,1,1,1
124_03,0,1,0,0,,124_03,9.3,43.2,6.5,0,44.94,0.00,0.69,,124_03,1,1,1,1
124_04,0,1,1,0,,124_04,7.5,44.7,5.5,0,43.89,0.00,0.69,,124_04,2,2,2,2
124_05,1,1,1,1,,124_05,5.7,46.3,4.3,0,21.72,0.03,0.67,,124_05,2,2,2,2
124_06,1,0,1,1,,124_06,3.6,48.0,2.9,0,18.57,0.02,0.68,,124_06,1,1,2,1
124_07,1,1,1,1,,124_07,1.7,49.8,1.6,0,23.57,0.00,0.69,,124_07,1,1,1,1
124_08,0,1,.,.,,124_08,0.5,51.2,0.8,0,41.78,0.00,0.52,,124_08,2,2,.,.
125_01,1,1,1,1,,125_01,1.4,53.4,0.3,0,41.02,0.04,0.29,,125_01,2,2,2,2
125_02,1,1,1,1,,125_02,0.9,55.2,0.2,0,12.55,0.01,0.38,,125_02,2,2,2,2
125_03,1,1,1,1,,125_03,2.1,57.0,0.3,0,9.40,0.01,0.42,,125_03,2,2,2,2
125_04,1,1,1,1,,125_04,2.7,58.8,0.2,0,18.51,0.03,0.29,,125_04,1,2,5,5
127_01,1,1,1,1,,127_01,8.6,30.4,2.9,0,4.13,0.86,0.59,,127_01,2,2,2,2
127_02,0,1,0,0,,127_02,10.3,31.2,4.6,0,4.76,0.91,0.59,,127_02,2,1,1,2
127_03,0,0,0,0,,127_03,12.1,32.4,6.2,0,3.05,0.82,0.59,,127_03,2,2,3,2
127_04,0,0,0,1,,127_04,14.1,33.9,7.6,0,5.51,0.88,0.60,,127_04,3,3,2,3
128_01,1,1,1,1,,128_01,22.7,34.6,12.7,1,14.73,0.72,0.61,,128_01,2,2,3,2
128_02,0,0,0,0,,128_02,24.3,36.3,14.3,1,7.78,0.78,0.59,,128_02,3,2,2,3
128_03,0,0,0,0,,128_03,26.0,38.1,16.2,1,5.91,0.91,0.60,,128_03,3,3,3,3
128_04,0,0,0,0,,128_04,15.9,35.2,9.2,0,17.92,0.80,0.61,,128_04,2,2,3,2
128_05,1,0,0,1,,128_05,17.9,36.6,10.9,0,11.03,0.78,0.60,,128_05,2,3,2,2
128_06,1,1,1,1,,128_06,19.9,38.3,12.5,0,11.35,0.95,0.58,,128_06,2,3,3,3
128_07,1,1,1,1,,128_07,21.8,39.8,14.4,0,10.76,0.98,0.58,,128_07,3,3,2,3
128_08,1,1,1,1,,128_08,23.7,41.4,16.2,0,23.25,0.75,0.61,,128_08,3,2,2,3
129_01,0,1,0,0,,129_01,27.7,39.8,17.9,1,9.58,0.85,0.61,,129_01,2,3,3,3
129_02,0,0,0,0,,129_02,29.3,41.5,19.7,1,10.02,0.76,0.60,,129_02,3,3,3,3
129_03,0,0,0,0,,129_03,31.0,43.3,21.4,1,7.04,0.86,0.58,,129_03,3,3,3,3
129_04,0,0,0,0,,129_04,32.5,45.2,23.1,0.901214224,4.74,0.56,0.62,,129_04,3,3,3,3
130_01,0,0,0,0,,130_01,55.2,54.2,44.8,1,3.30,0.54,0.61,,130_01,1,1,2,2
130_02,0,0,0,0,,130_02,54.5,53.0,44.1,1,12.19,0.35,0.63,,130_02,1,2,1,2
130_03,0,0,0,0,,130_03,53.2,52.3,42.8,1,15.42,0.15,0.65,,130_03,2,2,2,2
130_04,0,0,.,.,,130_04,52.3,51.4,42.1,1,6.09,0.15,0.63,,130_04,1,2,.,.
131_01,0,0,0,0,,131_01,70.9,46.2,60.7,1,30.63,0.31,0.65,,131_01,1,1,1,2
131_02,0,0,0,0,,131_02,69.0,47.5,58.8,1,37.18,0.33,0.65,,131_02,1,1,1,2
131_03,0,0,0,0,,131_03,67.1,48.7,56.9,1,41.40,0.34,0.64,,131_03,1,1,2,1
131_04,0,0,0,0,,131_04,65.4,49.8,55.0,1,42.47,0.32,0.66,,131_04,2,1,2,1
131_05,0,0,0,0,,131_05,63.4,51.2,53.1,1,37.34,0.25,0.66,,131_05,1,1,1,2
131_06,0,0,0,0,,131_06,61.6,52.7,51.3,1,41.57,0.12,0.70,,131_06,1,1,1,1
131_07,0,0,0,0,,131_07,60.1,54.5,49.7,1,36.78,0.15,0.68,,131_07,1,1,1,1
131_08,0,0,0,0,,131_08,59.0,55.5,48.7,1,25.98,0.15,0.67,,131_08,1,1,2,1
131_09,0,0,0,0,,131_09,57.6,54.9,47.1,1,13.51,0.35,0.64,,131_09,1,1,1,2
132_01,0,0,0,0,,132_01,73.3,47.0,62.9,1,9.81,0.14,0.65,,132_01,1,1,1,1
132_02,0,0,0,0,,132_02,74.2,47.9,63.9,1,9.28,0.28,0.63,,132_02,1,1,1,1
132_03,0,0,0,0,,132_03,75.8,48.2,65.4,1,20.11,0.43,0.63,,132_03,1,2,1,1
132_04,0,0,0,0,,132_04,77.4,48.7,66.9,1,15.68,0.55,0.61,,132_04,2,1,1,1
132_05,0,0,0,0,,132_05,78.8,49.3,68.4,1,15.90,0.70,0.60,,132_05,2,2,1,1
132_06,0,0,0,0,,132_06,80.1,50.3,69.7,1,12.84,0.44,0.62,,132_06,2,2,2,1
132_07,0,0,0,0,,132_07,81.4,50.2,71.1,1,19.34,0.27,0.64,,132_07,1,1,2,1
132_08,0,0,0,0,,132_08,81.4,48.9,71.2,1,20.81,0.16,0.66,,132_08,2,1,1,1
132_09,0,0,0,0,,132_09,80.7,47.3,70.6,1,9.63,0.53,0.61,,132_09,2,2,2,2
132_10,0,0,0,0,,132_10,79.5,45.7,69.6,1,11.68,0.43,0.62,,132_10,2,2,2,2
133_01,0,0,0,.,,133_01,87.9,44.7,77.6,1,53.77,0.02,0.71,,133_01,3,2,3,.
134_01,0,0,0,0,,134_01,78.5,30.8,75.4,1,60.28,0.44,0.67,,134_01,3,2,2,3
134_02,0,0,0,0,,134_02,80.0,32.3,77.0,1,63.70,0.53,0.63,,134_02,3,3,3,3
134_03,0,0,0,0,,134_03,81.5,33.9,78.3,1,67.26,0.70,0.63,,134_03,3,3,2,2
134_04,0,0,0,0,,134_04,83.1,35.5,80.0,1,60.27,0.70,0.64,,134_04,3,2,2,3
134_05,0,0,.,.,,134_05,84.4,36.7,81.3,1,47.79,0.30,0.67,,134_05,3,3,.,.
135_01,0,0,0,0,,135_01,73.0,25.3,69.9,1,56.22,0.14,0.69,,135_01,2,2,2,2
135_02,0,0,.,.,,135_02,74.0,26.2,71.0,1,40.42,0.03,0.68,,135_02,2,2,.,.
135_03,0,0,0,0,,135_03,73.0,25.3,69.9,1,56.22,0.14,0.69,,135_03,3,2,2,3
135_04,0,0,0,0,,135_04,74.4,26.5,71.4,1,34.53,0.05,0.68,,135_04,2,3,2,3
135_05,0,0,0,0,,135_05,76.1,27.9,73.0,1,30.52,0.03,0.68,,135_05,3,3,2,3
135_06,0,0,0,.,,135_06,77.2,29.2,74.1,1,56.43,0.27,0.69,,135_06,3,3,2,.
136_01,0,0,0,0,,136_01,68.1,31.9,61.8,1,0.00,0.46,0.56,,136_01,1,2,1,1
136_02,0,0,0,0,,136_02,68.3,30.3,63.2,1,0.00,0.53,0.57,,136_02,1,1,1,1
136_03,0,0,0,0,,136_03,67.2,28.5,63.5,1,0.00,0.44,0.58,,136_03,1,1,1,2
136_04,0,0,0,0,,136_04,65.7,26.6,62.1,1,0.00,0.24,0.60,,136_04,2,1,1,1
136_05,0,0,0,0,,136_05,64.5,24.7,60.9,1,0.00,0.15,0.61,,136_05,1,1,1,1
136_06,0,0,0,0,,136_06,63.2,22.8,59.8,1,0.00,0.10,0.62,,136_06,1,1,2,1
136_07,0,0,0,0,,136_07,62.3,21.0,58.9,1,0.00,0.17,0.60,,136_07,2,1,1,2
136_08,0,0,0,0,,136_08,61.3,19.1,58.0,1,0.01,0.24,0.59,,136_08,1,2,1,1
140_01,0,0,0,0,,140_01,22.1,28.4,17.2,0.5,0.00,0.31,0.61,,140_01,2,2,3,2
140_02,0,0,0,0,,140_02,20.3,27.9,15.5,0.5,0.00,0.28,0.61,,140_02,2,2,2,1
140_03,0,0,0,0,,140_03,18.8,27.5,14.1,0.5,0.00,0.12,0.63,,140_03,3,2,3,2
140_04,0,0,0,0,,140_04,17.2,27.1,12.5,0.5,0.00,0.04,0.63,,140_04,2,1,2,1
140_06,0,0,0,0,,140_06,13.7,15.7,6.7,1,0.94,0.00,0.65,,140_06,2,2,1,1
140_07,0,0,0,0,,140_07,14.4,17.4,7.9,1,3.38,0.06,0.65,,140_07,1,1,1,2
140_08,0,0,0,0,,140_08,15.6,19.0,9.4,1,6.06,0.02,0.66,,140_08,2,2,2,2
140_09,0,0,0,0,,140_09,16.6,20.8,10.9,1,22.12,0.05,0.68,,140_09,2,3,2,2
141_01,0,0,0,0,,141_01,15.0,26.9,10.5,0.5,0.09,0.00,0.63,,141_01,2,2,2,2
141_02,0,0,0,.,,141_02,13.5,26.8,9.0,0.5,3.08,0.00,0.64,,141_02,2,2,2,.
141_03,0,0,0,0,,141_03,12.4,27.1,7.7,0.5,5.34,0.00,0.65,,141_03,2,2,2,2
141_04,0,0,0,0,,141_04,10.9,27.1,5.9,0.5,2.62,0.00,0.64,,141_04,2,2,3,2
141_05,0,0,0,0,,141_05,9.1,27.2,4.1,0.5,10.29,0.06,0.66,,141_05,2,2,3,3
141_07,0,0,0,0,,141_07,8.3,25.9,3.5,1,22.04,0.14,0.70,,141_07,2,2,2,2
141_08,0,0,0,0,,141_08,7.9,24.2,3.5,1,31.81,0.08,0.70,,141_08,1,2,2,1
141_09,0,0,0,0,,141_09,8.1,22.4,3.4,1,50.04,0.01,0.71,,141_09,1,2,1,2
141_10,0,0,0,0,,141_10,9.0,21.1,4.0,1,48.30,0.00,0.71,,141_10,1,1,2,3
147_01,0,0,0,0,,147_01,41.5,54.7,32.5,0,15.06,0.96,0.59,,147_01,3,2,2,3
147_02,0,0,0,0,,147_02,42.9,55.6,33.8,0,5.12,0.93,0.58,,147_02,2,3,3,2
147_03,0,0,1,0,,147_03,44.4,56.9,35.3,0,12.70,0.63,0.59,,147_03,3,2,2,3
147_04,0,0,0,0,,147_04,45.3,58.3,36.6,0,14.56,0.49,0.61,,147_04,2,2,2,2
147_05,0,0,0,0,,147_05,45.7,57.5,38.3,0,6.35,0.88,0.58,,147_05,2,2,3,2
147_06,0,0,.,.,,147_06,45.9,56.2,39.6,0,3.34,0.98,0.59,,147_06,2,3,.,.
147_07,0,0,0,0,,147_07,39.9,53.8,31.2,0,21.20,0.87,0.59,,147_07,2,2,2,2
147_08,0,0,0,0,,147_08,38.5,52.9,30.0,0,29.36,0.39,0.63,,147_08,2,2,3,3
147_09,0,0,0,0,,147_09,36.9,52.0,28.6,0,24.58,0.80,0.60,,147_09,2,2,3,2
147_10,0,0,0,1,,147_10,35.4,51.1,27.5,0,6.86,0.82,0.59,,147_10,5,5,5,5
147_11,0,0,.,.,,147_11,34.1,50.3,26.4,0,1.12,0.97,0.60,,147_11,5,5,.,.
148_01,0,0,0,0,,148_01,46.4,54.7,41.1,0,3.99,0.97,0.58,,148_01,3,2,2,3
148_02,0,0,0,0,,148_02,47.9,53.4,42.4,0,8.71,0.95,0.59,,148_02,2,2,2,2
148_03,0,0,0,0,,148_03,49.6,52.6,43.2,0,13.61,0.93,0.59,,148_03,4,4,2,2
148_04,0,0,0,0,,148_04,51.4,52.4,43.6,0,22.54,0.83,0.60,,148_04,2,2,4,2
148_05,0,0,.,.,,148_05,52.6,52.5,43.7,0,36.54,0.84,0.60,,148_05,1,2,.,.
149_01,0,0,0,0,,149_01,72.7,44.8,62.5,1,28.71,0.08,0.67,,149_01,1,2,2,2
149_02,0,0,1,0,,149_02,61.1,42.8,52.2,0,35.21,0.69,0.62,,149_02,2,3,2,3
149_03,0,0,0,1,,149_03,62.3,41.5,52.6,0.152329904,51.43,0.25,0.68,,149_03,2,3,3,2
149_04,1,0,0,1,,149_04,61.7,40.9,51.3,0.5,50.64,0.41,0.68,,149_04,3,3,4,3
149_05,1,1,0,1,,149_05,61.8,39.4,50.3,0.5,40.38,0.79,0.64,,149_05,3,3,3,4
149_06,1,1,1,.,,149_06,62.2,38.0,49.4,0.5,43.70,0.72,0.64,,149_06,3,3,3,.
150_01,0,0,0,0,,150_01,78.2,39.5,67.0,1,37.71,0.33,0.65,,150_01,1,1,1,2
150_02,0,0,0,0,,150_02,79.5,39.5,68.3,1,35.33,0.17,0.68,,150_02,1,2,2,2
150_03,0,0,0,0,,150_03,81.1,39.5,69.8,1,41.82,0.26,0.68,,150_03,2,3,3,2
150_04,0,0,0,0,,150_04,82.1,40.4,71.5,1,36.05,0.20,0.67,,150_04,2,2,3,2
150_05,0,0,0,0,,150_05,82.9,41.6,72.6,1,34.57,0.11,0.68,,150_05,2,3,2,2
150_06,0,0,0,0,,150_06,83.9,42.8,73.5,1,36.55,0.13,0.68,,150_06,3,2,2,2
150_08,0,0,0,0,,150_08,76.9,39.3,65.5,1,55.67,0.18,0.68,,150_08,2,2,2,2
150_09,0,0,.,.,,150_09,75.8,39.8,65.0,1,59.17,0.08,0.68,,150_09,2,4,.,.
150_10,0,0,0,0,,150_10,76.3,39.9,65.7,1,48.62,0.22,0.67,,150_10,2,1,2,1
150_11,0,0,0,0,,150_11,75.1,41.6,64.9,1,37.58,0.45,0.61,,150_11,1,2,1,1
153_01,0,0,0,0,,153_01,62.6,41.0,58.4,1,1.36,0.52,0.56,,153_01,2,3,3,2
153_02,0,0,0,0,,153_02,63.5,41.6,59.5,1,1.37,0.51,0.56,,153_02,3,3,3,2
153_03,0,0,0,0,,153_03,64.1,42.0,60.2,1,2.17,0.47,0.57,,153_03,2,2,2,3
153_04,0,0,0,0,,153_04,64.5,42.3,60.3,1,3.15,0.24,0.60,,153_04,3,2,2,3
154_01,0,0,0,0,,154_01,51.9,32.7,45.7,1,23.61,0.10,0.67,,154_01,1,1,1,2
154_02,0,0,0,0,,154_02,53.7,34.2,47.6,1,30.72,0.17,0.67,,154_02,1,1,1,1
154_03,0,0,0,0,,154_03,55.4,36.0,49.1,1,18.20,0.06,0.65,,154_03,1,2,2,1
154_04,0,0,0,0,,154_04,57.1,37.6,50.8,1,6.56,0.11,0.63,,154_04,1,2,2,2
154_05,0,0,0,0,,154_05,59.0,37.3,52.6,1,0.45,0.20,0.62,,154_05,1,1,2,1
154_06,0,0,0,0,,154_06,60.8,36.5,54.5,1,0.03,0.39,0.60,,154_06,1,1,1,2
154_07,0,0,0,0,,154_07,62.4,36.2,56.2,1,0.07,0.42,0.57,,154_07,1,1,1,1
154_08,0,0,0,0,,154_08,64.0,35.8,58.0,1,0.00,0.45,0.56,,154_08,1,1,2,2
154_09,0,0,0,0,,154_09,65.9,34.5,59.8,1,0.00,0.64,0.55,,154_09,1,2,2,2
155_01,0,0,0,0,,155_01,39.0,24.4,31.9,1,0.00,0.05,0.63,,155_01,2,2,3,2
155_02,0,0,0,0,,155_02,39.2,25.6,31.8,1,0.00,0.05,0.63,,155_02,2,1,2,2
155_04,0,0,0,0,,155_04,43.2,25.6,36.8,1,20.23,0.00,0.65,,155_04,2,2,1,1
155_05,0,0,0,0,,155_05,45.0,27.2,38.7,1,22.00,0.00,0.66,,155_05,1,1,1,2
